mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__reg_lambda,param_classifier__scale_pos_weight,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1313038825988769,0.0105255388781625,0.015675401687622,0.0018456891823092,0.8147385973801488,0.1924247280581877,2,3,130,1.4316013583282223,1.0,0.7195154778955838,"{'classifier__colsample_bytree': np.float64(0.8147385973801488), 'classifier__learning_rate': np.float64(0.19242472805818778), 'classifier__max_depth': 2, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 130, 'classifier__reg_lambda': np.float64(1.4316013583282223), 'classifier__scale_pos_weight': 1.0, 'classifier__subsample': np.float64(0.7195154778955838)}",0.9617000306981404,0.9646607855492544,0.9601570452232078,0.9656948281711988,0.9703647385683032,0.9645154856420208,0.0035369057122053,1
0.152491807937622,0.0137396146382512,0.0207655906677246,0.0083990294835358,0.856250278007747,0.1828950788174055,2,8,161,0.8258872175835609,2.768561872909699,0.8070259980080767,"{'classifier__colsample_bytree': np.float64(0.856250278007747), 'classifier__learning_rate': np.float64(0.18289507881740552), 'classifier__max_depth': 2, 'classifier__min_child_weight': 8, 'classifier__n_estimators': 161, 'classifier__reg_lambda': np.float64(0.8258872175835609), 'classifier__scale_pos_weight': 2.768561872909699, 'classifier__subsample': np.float64(0.8070259980080767)}",0.9624997980385503,0.9642003134441698,0.9609850871665616,0.9636025075533584,0.9696853275529476,0.9641946067511176,0.0029554025609322,2
0.1849100589752197,0.0119899193243535,0.0179085731506347,0.0023006608583987,0.9687290787020556,0.0597585730845969,2,8,211,3.482797436617688,1.0,0.8813252137833452,"{'classifier__colsample_bytree': np.float64(0.9687290787020557), 'classifier__learning_rate': np.float64(0.05975857308459693), 'classifier__max_depth': 2, 'classifier__min_child_weight': 8, 'classifier__n_estimators': 211, 'classifier__reg_lambda': np.float64(3.482797436617688), 'classifier__scale_pos_weight': 1.0, 'classifier__subsample': np.float64(0.8813252137833452)}",0.96309356470037,0.9635176837445268,0.960948734105634,0.9645719225114312,0.9687430491804604,0.9641749908484846,0.0025704077257474,3
0.295901346206665,0.0245764895096918,0.0226539134979248,0.0076918897216738,0.7808237001395564,0.0350877498313666,4,6,239,0.7610438922351126,1.0,0.8211508513174122,"{'classifier__colsample_bytree': np.float64(0.7808237001395564), 'classifier__learning_rate': np.float64(0.03508774983136662), 'classifier__max_depth': 4, 'classifier__min_child_weight': 6, 'classifier__n_estimators': 239, 'classifier__reg_lambda': np.float64(0.7610438922351126), 'classifier__scale_pos_weight': 1.0, 'classifier__subsample': np.float64(0.8211508513174122)}",0.9622453266120564,0.9638004297739649,0.9614253631266864,0.9644628633286478,0.9685974611057416,0.9641062887894194,0.0024916607533504,4
0.2136439323425293,0.0147427385001272,0.0155418395996093,0.0003019207498762,0.9072813214307396,0.0487265139816699,3,8,208,1.4059738430412236,1.0,0.7340420563721767,"{'classifier__colsample_bytree': np.float64(0.9072813214307397), 'classifier__learning_rate': np.float64(0.048726513981669925), 'classifier__max_depth': 3, 'classifier__min_child_weight': 8, 'classifier__n_estimators': 208, 'classifier__reg_lambda': np.float64(1.4059738430412236), 'classifier__scale_pos_weight': 1.0, 'classifier__subsample': np.float64(0.7340420563721767)}",0.9618292860258834,0.962948152456659,0.96067406653418,0.9650000807845798,0.9700250330606254,0.9640953237723856,0.0032904701086721,5
0.2281343460083008,0.0203692493018016,0.0188556671142578,0.0027938600463717,0.8057706569002506,0.0403470005125326,3,8,234,0.5118807219845012,1.0,0.9077308098670812,"{'classifier__colsample_bytree': np.float64(0.8057706569002506), 'classifier__learning_rate': np.float64(0.040347000512532656), 'classifier__max_depth': 3, 'classifier__min_child_weight': 8, 'classifier__n_estimators': 234, 'classifier__reg_lambda': np.float64(0.5118807219845012), 'classifier__scale_pos_weight': 1.0, 'classifier__subsample': np.float64(0.9077308098670811)}",0.9624715234356068,0.9629885447465788,0.9608598710678106,0.9645719225114312,0.9687430491804604,0.9639269821883776,0.0026839018212901,6
0.2810043811798096,0.0252358582369016,0.0183510303497314,0.005533684811876,0.8683730277543102,0.0483010832077655,4,6,210,1.9613313824155447,2.768561872909699,0.7707954759246867,"{'classifier__colsample_bytree': np.float64(0.8683730277543102), 'classifier__learning_rate': np.float64(0.04830108320776554), 'classifier__max_depth': 4, 'classifier__min_child_weight': 6, 'classifier__n_estimators': 210, 'classifier__reg_lambda': np.float64(1.9613313824155447), 'classifier__scale_pos_weight': 2.768561872909699, 'classifier__subsample': np.float64(0.7707954759246867)}",0.9627057987171408,0.9634368991646876,0.9605811642673646,0.9642164703601376,0.9685691523134348,0.9639018969645532,0.0026289301447697,7
0.2735639095306396,0.0154402427393007,0.0179553508758544,0.0018658665016772,0.9649840776756604,0.0422060798908614,4,4,208,0.243924264470678,2.768561872909699,0.7001561130985947,"{'classifier__colsample_bytree': np.float64(0.9649840776756604), 'classifier__learning_rate': np.float64(0.04220607989086146), 'classifier__max_depth': 4, 'classifier__min_child_weight': 4, 'classifier__n_estimators': 208, 'classifier__reg_lambda': np.float64(0.24392426447067803), 'classifier__scale_pos_weight': 2.768561872909699, 'classifier__subsample': np.float64(0.7001561130985947)}",0.9619868159565704,0.9626330925952854,0.9603186143828868,0.964030665826507,0.9672507714145904,0.963243992035168,0.0023317230056787,8
0.3421622753143311,0.0657654881947716,0.0166339874267578,0.0010050125532812,0.8377746675897602,0.0431259432237085,5,8,210,0.1083858126934474,2.768561872909699,0.9165996316800472,"{'classifier__colsample_bytree': np.float64(0.8377746675897602), 'classifier__learning_rate': np.float64(0.04312594322370855), 'classifier__max_depth': 5, 'classifier__min_child_weight': 8, 'classifier__n_estimators': 210, 'classifier__reg_lambda': np.float64(0.10838581269344748), 'classifier__scale_pos_weight': 2.768561872909699, 'classifier__subsample': np.float64(0.9165996316800473)}",0.9622008950931444,0.9623463073368556,0.9596198277672756,0.9642164703601376,0.9673478301310696,0.9631462661376966,0.0025599962946628,9
0.1513361930847168,0.0129626517357948,0.0166515350341796,0.0031124321264431,0.7069187275124247,0.0669583365511102,4,2,94,0.5954553793888989,1.0,0.8855158027999261,"{'classifier__colsample_bytree': np.float64(0.7069187275124247), 'classifier__learning_rate': np.float64(0.06695833655111026), 'classifier__max_depth': 4, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 94, 'classifier__reg_lambda': np.float64(0.5954553793888989), 'classifier__scale_pos_weight': 1.0, 'classifier__subsample': np.float64(0.8855158027999261)}",0.9610214402274896,0.96307336855541,0.9591270418302552,0.9643618826038484,0.9678371678266532,0.9630841802087312,0.0029711065943542,10
